Name,Country,Gender,Flights,Total.Flights,Total.Flight.Time,Birth.Year,Military,Selection.Group,Selection.Year,Lifetime.Statistics.Mission.count,Mission.Role,Mission.Year,Mission.Name,Mission.Vechicles.Ascent,Vechicles.Orbit,Vechicles.Decent,Durations.Mission.duration,Lifetime.Statistics.Mission.duration,Mission.Durations.EVA.duration,Lifetime.Statistics.EVA.duration,Status,Birth_Place,Undergraduate_Major,Graduate_Major,Military.Rank,Military.Branch,Space.Flights,Space.Flight..hr.,Space.Walks,Space.Walks..hr.,Missions,Death_Date,Death_Mission,undg_area,Gender_prop,total_duration,nat_total_flight,first_edu,second_edu,birth_city,grad_area,Birth_Month,Birth_Day,Selection_Age,Mission_Age
Scott J. Horowitz,NA,Other,NA,NA,NA,1957,TRUE,NASA- 15,1992,4,pilot,1997,STS-82,STS-82,STS-82,STS-82,277,1138.68,0,0,Retired,"Philadelphia, PA",Engineering,Aerospace Engineering,Colonel,US Air Force (Retired),4,1137,0,0,"STS-75 (Columbia), STS-82 (Discovery), STS-101 (Atlantis), STS-105 (Discovery)",,,Other / Unclassified,0.052322163,3780028.675,2186,California State University-Northridge, Georgia Institute of Technology,Philadelphia,Aerospace / Astronautics / Aviation,3,24,35,40
Scott J. Horowitz,NA,Other,NA,NA,NA,1957,TRUE,NASA- 16,1992,4,pilot,2000,STS-101,STS-101,STS-101,STS-101,237,1138.68,0,0,Retired,"Philadelphia, PA",Engineering,Aerospace Engineering,Colonel,US Air Force (Retired),4,1137,0,0,"STS-75 (Columbia), STS-82 (Discovery), STS-101 (Atlantis), STS-105 (Discovery)",,,Other / Unclassified,0.052322163,3780028.675,2186,California State University-Northridge, Georgia Institute of Technology,Philadelphia,Aerospace / Astronautics / Aviation,3,24,35,43
Scott J. Horowitz,NA,Other,NA,NA,NA,1957,TRUE,NASA- 17,1992,4,commander,2001,STS-105,STS-105,STS-105,STS-105,285,1138.68,0,0,Retired,"Philadelphia, PA",Engineering,Aerospace Engineering,Colonel,US Air Force (Retired),4,1137,0,0,"STS-75 (Columbia), STS-82 (Discovery), STS-101 (Atlantis), STS-105 (Discovery)",,,Other / Unclassified,0.052322163,3780028.675,2186,California State University-Northridge, Georgia Institute of Technology,Philadelphia,Aerospace / Astronautics / Aviation,3,24,35,44
Andrew S. W. Thomas,NA,Other,NA,NA,NA,1951,TRUE,1992 NASA group,1992,4,MSP,1983,STS-77,STS-77,STS-77,STS-77,240,4264,0,6.35,Management,"Adelaide, Australia",Mechanical Engineering,Mechanical Engineering,,,4,4257,1,6,"STS-77 (Endeavor), STS-89/91 (Endeavor/Discovery), STS-102 (Discovery), STS-114 (Discovery)",,,Mechanical Engineering,0.052322163,3780028.675,2186,University of Adelaide,NA,Adelaide,Mechanical Engineering,12,18,41,32
Andrew S. W. Thomas,NA,Other,NA,NA,NA,1951,TRUE,1992 NASA group,1992,4,MSP,1998,24,STS-89,Mir,STS-91,3384,4264,0,6.35,Management,"Adelaide, Australia",Mechanical Engineering,Mechanical Engineering,,,4,4257,1,6,"STS-77 (Endeavor), STS-89/91 (Endeavor/Discovery), STS-102 (Discovery), STS-114 (Discovery)",,,Mechanical Engineering,0.052322163,3780028.675,2186,University of Adelaide,NA,Adelaide,Mechanical Engineering,12,18,41,47
Andrew S. W. Thomas,NA,Other,NA,NA,NA,1951,TRUE,1992 NASA group,1992,4,MSP,2001,STS-102,STS-102,STS-102,STS-102,307,4264,6.35,6.35,Management,"Adelaide, Australia",Mechanical Engineering,Mechanical Engineering,,,4,4257,1,6,"STS-77 (Endeavor), STS-89/91 (Endeavor/Discovery), STS-102 (Discovery), STS-114 (Discovery)",,,Mechanical Engineering,0.052322163,3780028.675,2186,University of Adelaide,NA,Adelaide,Mechanical Engineering,12,18,41,50
Andrew S. W. Thomas,NA,Other,NA,NA,NA,1951,TRUE,1992 NASA group,1992,4,MSP,2005,STS-114,STS-114,STS-114,STS-114,333,4264,0,6.35,Management,"Adelaide, Australia",Mechanical Engineering,Mechanical Engineering,,,4,4257,1,6,"STS-77 (Endeavor), STS-89/91 (Endeavor/Discovery), STS-102 (Discovery), STS-114 (Discovery)",,,Mechanical Engineering,0.052322163,3780028.675,2186,University of Adelaide,NA,Adelaide,Mechanical Engineering,12,18,41,54
Richard M. Linnehan,NA,Other,NA,NA,NA,1957,TRUE,NASA- 14,1992,4,MSP,1996,STS-78,STS-78,STS-78,STS-78,405,1427,0,42.2,Management,"Lowell, MA",Animal Science,Veterinary Medicine; Public Administration,,,4,1427,6,43,"STS-78 (Columbia), STS-90 (Columbia), STS-109 (Columbia), STS-123 (Endeavor)",,,Agricultural / Animal Science / Nutrition,0.052322163,3780028.675,2186,University of New Hampshire, Ohio State University,Lowell,Medicine / Health Sciences,9,19,35,39
Richard M. Linnehan,NA,Other,NA,NA,NA,1957,TRUE,NASA- 14,1992,4,MSP,1998,STS-90,STS-90,STS-90,STS-90,382,1427,0,42.2,Management,"Lowell, MA",Animal Science,Veterinary Medicine; Public Administration,,,4,1427,6,43,"STS-78 (Columbia), STS-90 (Columbia), STS-109 (Columbia), STS-123 (Endeavor)",,,Agricultural / Animal Science / Nutrition,0.052322163,3780028.675,2186,University of New Hampshire, Ohio State University,Lowell,Medicine / Health Sciences,9,19,35,41
Richard M. Linnehan,NA,Other,NA,NA,NA,1957,TRUE,NASA- 14,1992,4,MSP,2002,STS-109,STS-109,STS-109,STS-109,262,1427,20.92,42.2,Management,"Lowell, MA",Animal Science,Veterinary Medicine; Public Administration,,,4,1427,6,43,"STS-78 (Columbia), STS-90 (Columbia), STS-109 (Columbia), STS-123 (Endeavor)",,,Agricultural / Animal Science / Nutrition,0.052322163,3780028.675,2186,University of New Hampshire, Ohio State University,Lowell,Medicine / Health Sciences,9,19,35,45
Richard M. Linnehan,NA,Other,NA,NA,NA,1957,TRUE,NASA- 14,1992,4,MSP,2008,STS-123,STS-123,STS-123,STS-123,378,1427,21.28,42.2,Management,"Lowell, MA",Animal Science,Veterinary Medicine; Public Administration,,,4,1427,6,43,"STS-78 (Columbia), STS-90 (Columbia), STS-109 (Columbia), STS-123 (Endeavor)",,,Agricultural / Animal Science / Nutrition,0.052322163,3780028.675,2186,University of New Hampshire, Ohio State University,Lowell,Medicine / Health Sciences,9,19,35,51
Charles E. Brady,United States,Male,STS-78 (1996),1,016:21:48,1951,TRUE,NASA- 14,1992,1,MSP,1996,STS-78,STS-78,STS-78,STS-78,405,405,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,41,45
Susan L. Kilrain-Still,NA,Other,NA,NA,NA,1961,TRUE,NASA- 15,1995,2,pilot,1997,STS-83,STS-83,STS-83,STS-83,95,471,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,34,36
Susan L. Kilrain-Still,NA,Other,NA,NA,NA,1961,TRUE,NASA- 15,1995,2,pilot,1997,STS-94,STS-94,STS-94,STS-94,376,471,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,34,36
Roger Keith Crouch,NA,Other,NA,NA,NA,1940,TRUE,PS for STS-42,1995,2,PSP,1997,STS-83,STS-83,STS-83,STS-83,95.54,4576.07,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,55,57
Roger Keith Crouch,NA,Other,NA,NA,NA,1940,TRUE,PS for STS-43,1995,2,PSP,1997,STS-94,STS-94,STS-94,STS-94,377.01,4576.07,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,55,57
Gregory Thomas Linteris,NA,Other,NA,NA,NA,1957,TRUE,PS for STS-42,1995,2,PSP,1997,STS-83,STS-83,STS-83,STS-83,95.54,4576.07,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,38,40
Gregory Thomas Linteris,NA,Other,NA,NA,NA,1957,TRUE,PS for STS-43,1995,2,PSP,1997,STS-94,STS-94,STS-94,STS-94,377.01,4576.07,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,38,40
Carlos I. Noriega,Peru,Male,"STS-84 (1997), STS-97 (2000)",2,020:00:17,1959,TRUE,NASA-15,1995,2,MSP,1997,STS-84,STS-84,STS-84,STS-84,221,481,0,19.33,Retired,"Lima, Peru",Computer Science,Computer Science; Space Systems Operations,Lieutenant Colonel,US Marine Corps (Retired),2,481,3,19,"STS-84 (Atlantis), STS-97 (Endeavor)",,,Computer Science,0.052322163,3780028.675,2186,University of Southern California, US Naval Postgraduate School,Lima,Aerospace / Astronautics / Aviation,10,8,36,38
Carlos I. Noriega,Peru,Male,"STS-84 (1997), STS-97 (2000)",2,020:00:17,1959,TRUE,NASA-15,1995,2,MSP,2000,STS-97,STS-97,STS-97,STS-97,260,481,19.33,19.33,Retired,"Lima, Peru",Computer Science,Computer Science; Space Systems Operations,Lieutenant Colonel,US Marine Corps (Retired),2,481,3,19,"STS-84 (Atlantis), STS-97 (Endeavor)",,,Computer Science,0.052322163,3780028.675,2186,University of Southern California, US Naval Postgraduate School,Lima,Aerospace / Astronautics / Aviation,10,8,36,41
Edward T. Lu,NA,Other,NA,NA,NA,1963,TRUE,NASA- 15,1995,3,MSP,1997,STS-84,STS-84,STS-84,STS-84,221,4943.3,0,6.23,Retired,"Springfield, MA",Electrical Engineering,Applied Physics,,,3,4962,1,6,"STS-84 (Atlantis), STS-106 (Atlantis), ISS-07 (Soyuz)",,,Electrical Engineering,0.052322163,3780028.675,2186,Cornell University, Stanford University,Springfield,Engineering Physics / Applied Physics,7,1,32,34
Edward T. Lu,NA,Other,NA,NA,NA,1963,TRUE,NASA- 16,1995,3,MSP,2000,STS-106,STS-106,STS-106,STS-106,283,4943.3,6.23,6.23,Retired,"Springfield, MA",Electrical Engineering,Applied Physics,,,3,4962,1,6,"STS-84 (Atlantis), STS-106 (Atlantis), ISS-07 (Soyuz)",,,Electrical Engineering,0.052322163,3780028.675,2186,Cornell University, Stanford University,Springfield,Engineering Physics / Applied Physics,7,1,32,37
Edward T. Lu,NA,Other,NA,NA,NA,1963,TRUE,NASA- 17,1995,3,flight engineer,2003,7,Soyuz TMA-2,ISS,Soyuz TMA-2,4439,4943.3,0,6.23,Retired,"Springfield, MA",Electrical Engineering,Applied Physics,,,3,4962,1,6,"STS-84 (Atlantis), STS-106 (Atlantis), ISS-07 (Soyuz)",,,Electrical Engineering,0.052322163,3780028.675,2186,Cornell University, Stanford University,Springfield,Engineering Physics / Applied Physics,7,1,32,40
Robert L. Curbeam,NA,Other,NA,NA,NA,1962,TRUE,NASA- 15,1994,3,MSP,1997,STS-85,STS-85,STS-85,STS-85,284,902,0,45.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,32,35
Robert L. Curbeam,NA,Other,NA,NA,NA,1962,TRUE,NASA- 15,1994,3,MSP,2001,STS-98,STS-98,STS-98,STS-98,309,902,19.82,45.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,32,39
Robert L. Curbeam,NA,Other,NA,NA,NA,1962,TRUE,NASA- 15,1994,3,MSP,2006,STS-116,STS-116,STS-116,STS-116,309,902,24.75,45.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,32,44
Stephen K. Robinson,NA,Other,NA,NA,NA,1955,TRUE,NASA-15,1994,4,MSP,1997,STS-85,STS-85,STS-85,STS-85,284,1156,0,20.08,Retired,"Sacramento, CA",Mechanical & Aeronautical Engineering,Mechanical  Engineering,,,4,1162,3,20,"STS-85 (Discovery), STS-95 (Discovery), STS-114 (Discovery), STS-130 (Endeavor)",,,Aerospace Engineering,0.052322163,3780028.675,2186,University of California-Davis, Stanford University,Sacramento,Mechanical Engineering,10,26,39,42
Stephen K. Robinson,NA,Other,NA,NA,NA,1955,TRUE,NASA-15,1994,4,MSP,1998,STS-95,STS-95,STS-95,STS-95,213,1156,0,20.08,Retired,"Sacramento, CA",Mechanical & Aeronautical Engineering,Mechanical  Engineering,,,4,1162,3,20,"STS-85 (Discovery), STS-95 (Discovery), STS-114 (Discovery), STS-130 (Endeavor)",,,Aerospace Engineering,0.052322163,3780028.675,2186,University of California-Davis, Stanford University,Sacramento,Mechanical Engineering,10,26,39,43
Stephen K. Robinson,NA,Other,NA,NA,NA,1955,TRUE,NASA-15,1994,4,MSP,2005,STS-114,STS-114,STS-114,STS-114,333,1156,20.08,20.08,Retired,"Sacramento, CA",Mechanical & Aeronautical Engineering,Mechanical  Engineering,,,4,1162,3,20,"STS-85 (Discovery), STS-95 (Discovery), STS-114 (Discovery), STS-130 (Endeavor)",,,Aerospace Engineering,0.052322163,3780028.675,2186,University of California-Davis, Stanford University,Sacramento,Mechanical Engineering,10,26,39,50
Stephen K. Robinson,NA,Other,NA,NA,NA,1955,TRUE,NASA-15,1994,4,MSP,2010,STS-130,STS-130,STS-130,STS-130,330,1156,0,20.08,Retired,"Sacramento, CA",Mechanical & Aeronautical Engineering,Mechanical  Engineering,,,4,1162,3,20,"STS-85 (Discovery), STS-95 (Discovery), STS-114 (Discovery), STS-130 (Endeavor)",,,Aerospace Engineering,0.052322163,3780028.675,2186,University of California-Davis, Stanford University,Sacramento,Mechanical Engineering,10,26,39,55
Michael J. Bloomfield,United States,Male,"STS-86 (1997), STS-97 (2000), STS-110 (2002)",3,033:11:01,1959,TRUE,NASA- 15,1994,3,pilot,1997,STS-86,STS-86,STS-86,STS-86,259,779,0,0,Retired,"Flint, MI",Engineering Mechanics,Engineering Management,Colonel,US Air Force (Retired),3,779,0,0,"STS-86 (Atlantis), STS-97 (Endeavor), STS-110 (Atlantis)",,,Mechanical Engineering,0.052322163,3780028.675,2186,US Air Force Academy, Old Dominion University,Flint,Engineering / Systems Management,3,16,35,38
Michael J. Bloomfield,United States,Male,"STS-86 (1997), STS-97 (2000), STS-110 (2002)",3,033:11:01,1959,TRUE,NASA- 15,1994,3,pilot,2000,STS-97,STS-97,STS-97,STS-97,260,779,0,0,Retired,"Flint, MI",Engineering Mechanics,Engineering Management,Colonel,US Air Force (Retired),3,779,0,0,"STS-86 (Atlantis), STS-97 (Endeavor), STS-110 (Atlantis)",,,Mechanical Engineering,0.052322163,3780028.675,2186,US Air Force Academy, Old Dominion University,Flint,Engineering / Systems Management,3,16,35,41
Michael J. Bloomfield,United States,Male,"STS-86 (1997), STS-97 (2000), STS-110 (2002)",3,033:11:01,1959,TRUE,NASA- 15,1994,3,commander,2002,STS-110,STS-110,STS-110,STS-110,260,779,0,0,Retired,"Flint, MI",Engineering Mechanics,Engineering Management,Colonel,US Air Force (Retired),3,779,0,0,"STS-86 (Atlantis), STS-97 (Endeavor), STS-110 (Atlantis)",,,Mechanical Engineering,0.052322163,3780028.675,2186,US Air Force Academy, Old Dominion University,Flint,Engineering / Systems Management,3,16,35,43
Steven W. Lindsey,NA,Other,NA,NA,NA,1960,TRUE,NASA- 15,1995,5,pilot,1997,STS-87,STS-87,STS-87,STS-87,376,1508,0,0,Retired,"Arcadia, CA",Engineering Science,Aeronautical Engineering,Colonel,US Air Force (Retired),5,1510,0,0,"STS-87 (Columbia), STS-95 (Discovery), STS-104 (Atlantis), STS-121 (Discovery), STS-133 (Discovery)",,,Engineering Science / Applied Engineering,0.052322163,3780028.675,2186,US Air Force Academy, US Air Force Institute of Technology,Arcadia,General Engineering,8,24,35,37
Steven W. Lindsey,NA,Other,NA,NA,NA,1960,TRUE,NASA- 16,1995,5,pilot,1998,STS-95,STS-95,STS-95,STS-95,213,1508,0,0,Retired,"Arcadia, CA",Engineering Science,Aeronautical Engineering,Colonel,US Air Force (Retired),5,1510,0,0,"STS-87 (Columbia), STS-95 (Discovery), STS-104 (Atlantis), STS-121 (Discovery), STS-133 (Discovery)",,,Engineering Science / Applied Engineering,0.052322163,3780028.675,2186,US Air Force Academy, US Air Force Institute of Technology,Arcadia,General Engineering,8,24,35,38
Steven W. Lindsey,NA,Other,NA,NA,NA,1960,TRUE,NASA- 17,1995,5,commander,2002,STS-104,STS-104,STS-104,STS-104,306,1508,0,0,Retired,"Arcadia, CA",Engineering Science,Aeronautical Engineering,Colonel,US Air Force (Retired),5,1510,0,0,"STS-87 (Columbia), STS-95 (Discovery), STS-104 (Atlantis), STS-121 (Discovery), STS-133 (Discovery)",,,Engineering Science / Applied Engineering,0.052322163,3780028.675,2186,US Air Force Academy, US Air Force Institute of Technology,Arcadia,General Engineering,8,24,35,42
Steven W. Lindsey,NA,Other,NA,NA,NA,1960,TRUE,NASA- 18,1995,5,commander,2006,STS-121,STS-121,STS-121,STS-121,306,1508,0,0,Retired,"Arcadia, CA",Engineering Science,Aeronautical Engineering,Colonel,US Air Force (Retired),5,1510,0,0,"STS-87 (Columbia), STS-95 (Discovery), STS-104 (Atlantis), STS-121 (Discovery), STS-133 (Discovery)",,,Engineering Science / Applied Engineering,0.052322163,3780028.675,2186,US Air Force Academy, US Air Force Institute of Technology,Arcadia,General Engineering,8,24,35,46
Steven W. Lindsey,NA,Other,NA,NA,NA,1960,TRUE,NASA- 19,1995,5,commander,2011,STS-133,STS-133,STS-133,STS-133,307,1508,0,0,Retired,"Arcadia, CA",Engineering Science,Aeronautical Engineering,Colonel,US Air Force (Retired),5,1510,0,0,"STS-87 (Columbia), STS-95 (Discovery), STS-104 (Atlantis), STS-121 (Discovery), STS-133 (Discovery)",,,Engineering Science / Applied Engineering,0.052322163,3780028.675,2186,US Air Force Academy, US Air Force Institute of Technology,Arcadia,General Engineering,8,24,35,51
Kalpana Chawla,United States,Female,"STS-87 (1997), STS-107 (2003)",2,031:14:54,1962,TRUE,NASA- 16,1994,2,MSP,1997,STS-87,STS-87,STS-87,STS-87,376,758,0,0,Deceased,"Karnal, India",Aeronautical Engineering,Aerospace Engineering,,,2,734,0,0,"STS-87 (Columbia), STS-107 (Columbia)",2/1/2003,STS-107 (Columbia),Aerospace Engineering,0.052322163,3780028.675,2186,Punjab Engineering College, University of Texas-Arlington,Karnal,Aerospace / Astronautics / Aviation,6,1,32,35
Kalpana Chawla,United States,Female,"STS-87 (1997), STS-107 (2003)",2,031:14:54,1962,TRUE,NASA- 16,1994,2,MSP,2003,STS-107,STS-107,STS-107,Exploded,382,758,0,0,Deceased,"Karnal, India",Aeronautical Engineering,Aerospace Engineering,,,2,734,0,0,"STS-87 (Columbia), STS-107 (Columbia)",2/1/2003,STS-107 (Columbia),Aerospace Engineering,0.052322163,3780028.675,2186,Punjab Engineering College, University of Texas-Arlington,Karnal,Aerospace / Astronautics / Aviation,6,1,32,41
Joe F. Edwards,NA,Other,NA,NA,NA,1958,TRUE,NASA- 15,1995,1,pilot,1998,STS-89,STS-89,STS-89,STS-89,211,211,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,37,40
James F. Reilly,United States,Male,"STS-89 (1998), STS-104 (2001), STS-117 (2007)",3,035:10:33,1954,TRUE,NASA-15,1994,3,MSP,1998,STS-89,STS-89,STS-89,STS-89,211,853,0,30.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,40,44
James F. Reilly,United States,Male,"STS-89 (1998), STS-104 (2001), STS-117 (2007)",3,035:10:33,1954,TRUE,NASA-15,1994,3,MSP,2001,STS-104,STS-104,STS-104,STS-104,306,853,16.48,30.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,40,47
James F. Reilly,United States,Male,"STS-89 (1998), STS-104 (2001), STS-117 (2007)",3,035:10:33,1954,TRUE,NASA-15,1994,3,MSP,2007,STS-117,STS-117,STS-117,STS-117,336,853,14.22,30.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,40,53
Michael P. Anderson,United States,Male,"STS-89 (1998), STS-107 (2003)",2,024:18:08,1959,TRUE,NASA- 15,1994,2,MSP,1998,STS-89,STS-89,STS-89,STS-89,211,593,0,0,Deceased,"Plattsburgh, NY",Physics & Astronomy,Physics,Lieutenant Colonel,US Air Force,2,594,0,0,"STS-89 (Endeavor), STS-107 (Columbia)",2/1/2003,STS-107 (Columbia),Computer Science,0.052322163,3780028.675,2186,University of Washington, Creighton University,Plattsburgh,Physics / Astronomy / Space Sciences,12,25,35,39
Michael P. Anderson,United States,Male,"STS-89 (1998), STS-107 (2003)",2,024:18:08,1959,TRUE,NASA- 15,1994,2,MSP,2003,STS-107,STS-107,STS-107,STS-107,382,593,0,0,Deceased,"Plattsburgh, NY",Physics & Astronomy,Physics,Lieutenant Colonel,US Air Force,2,594,0,0,"STS-89 (Endeavor), STS-107 (Columbia)",2/1/2003,STS-107 (Columbia),Computer Science,0.052322163,3780028.675,2186,University of Washington, Creighton University,Plattsburgh,Physics / Astronomy / Space Sciences,12,25,35,44
Scott D. Altman,NA,Other,NA,NA,NA,1959,TRUE,NASA- 15,1994,4,pilot,1998,STS-90,STS-90,STS-90,STS-90,382,1224,0,0,Retired,"Lincoln, IL",Aeronautical & Astronautical Engineering,Aeronautical Engineering,Captain,US Navy (Retired),4,1236,0,0,"STS-90 (Columbia), STS-106 (Atlantis), STS-109 (Columbia), STS-125 (Atlantis)",,,Aerospace Engineering,0.052322163,3780028.675,2186,University of Illinois, US Naval Postgraduate School,Lincoln,General Engineering,8,15,35,39
Scott D. Altman,NA,Other,NA,NA,NA,1959,TRUE,NASA- 15,1994,4,pilot,2000,STS-106,STS-106,STS-106,STS-106,283,1224,0,0,Retired,"Lincoln, IL",Aeronautical & Astronautical Engineering,Aeronautical Engineering,Captain,US Navy (Retired),4,1236,0,0,"STS-90 (Columbia), STS-106 (Atlantis), STS-109 (Columbia), STS-125 (Atlantis)",,,Aerospace Engineering,0.052322163,3780028.675,2186,University of Illinois, US Naval Postgraduate School,Lincoln,General Engineering,8,15,35,41
Scott D. Altman,NA,Other,NA,NA,NA,1959,TRUE,NASA- 15,1994,4,commander,2002,STS-109,STS-109,STS-109,STS-109,262,1224,0,0,Retired,"Lincoln, IL",Aeronautical & Astronautical Engineering,Aeronautical Engineering,Captain,US Navy (Retired),4,1236,0,0,"STS-90 (Columbia), STS-106 (Atlantis), STS-109 (Columbia), STS-125 (Atlantis)",,,Aerospace Engineering,0.052322163,3780028.675,2186,University of Illinois, US Naval Postgraduate School,Lincoln,General Engineering,8,15,35,43
Scott D. Altman,NA,Other,NA,NA,NA,1959,TRUE,NASA- 15,1994,4,commander,2009,STS-125,STS-125,STS-125,STS-125,309,1224,0,0,Retired,"Lincoln, IL",Aeronautical & Astronautical Engineering,Aeronautical Engineering,Captain,US Navy (Retired),4,1236,0,0,"STS-90 (Columbia), STS-106 (Atlantis), STS-109 (Columbia), STS-125 (Atlantis)",,,Aerospace Engineering,0.052322163,3780028.675,2186,University of Illinois, US Naval Postgraduate School,Lincoln,General Engineering,8,15,35,50
Kathryn P. Hire,NA,Other,NA,NA,NA,1959,TRUE,NASA- 15,1995,2,MSP,1998,STS-90,STS-90,STS-90,STS-90,381,711,0,0,Management,"Mobile, AL",Engineering Management,Space Technology,Captain,US Naval Reserves,2,711,0,0,"STS-90 (Columbia), STS-130 (Endeavor)",,,Industrial / Systems / Engineering Management,0.052322163,3780028.675,2186,US Naval Academy, Florida State Institute of Technology,Mobile,Aerospace / Astronautics / Aviation,8,26,36,39
Kathryn P. Hire,NA,Other,NA,NA,NA,1959,TRUE,NASA- 16,1995,2,MSP,2010,STS-130,STS-130,STS-130,STS-130,330,711,0,0,Management,"Mobile, AL",Engineering Management,Space Technology,Captain,US Naval Reserves,2,711,0,0,"STS-90 (Columbia), STS-130 (Endeavor)",,,Industrial / Systems / Engineering Management,0.052322163,3780028.675,2186,US Naval Academy, Florida State Institute of Technology,Mobile,Aerospace / Astronautics / Aviation,8,26,36,51
Jay Clark Jr. Buckey,NA,Other,NA,NA,NA,1956,TRUE,PS for Neurolab,1991,1,PSP,1998,STS-90,STS-90,STS-90,STS-90,382.31,382.31,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,35,42
James Anthony Pawelczyk,NA,Other,NA,NA,NA,1960,TRUE,PS for neurolab,1996,1,PSP,1998,STS-90,STS-90,STS-90,STS-90,382.31,382.31,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,36,38
Dominic L. Gorie,NA,Other,NA,NA,NA,1957,TRUE,NASA Astronaut Group 15,1995,4,pilot,1998,STS-91,STS-91,STS-91,STS-91,235,1176.1,0,0,Retired,"Lake Charles, LA",Ocean Engineering,Aviation Systems,Captain,US Navy (Retired),4,1167,0,0,"STS-91 (Discovery), STS-99 (Endeavor), STS-123 (Endeavor), STS-108 (Endeavor)",,,Naval / Marine / Ocean Engineering,0.052322163,3780028.675,2186,US Naval Academy, University of Tennessee,Lake Charles,Aerospace / Astronautics / Aviation,5,2,38,41
Dominic L. Gorie,NA,Other,NA,NA,NA,1957,TRUE,NASA Astronaut Group 16,1995,4,pilot,2000,STS-99,STS-99,STS-99,STS-99,269,1176.1,0,0,Retired,"Lake Charles, LA",Ocean Engineering,Aviation Systems,Captain,US Navy (Retired),4,1167,0,0,"STS-91 (Discovery), STS-99 (Endeavor), STS-123 (Endeavor), STS-108 (Endeavor)",,,Naval / Marine / Ocean Engineering,0.052322163,3780028.675,2186,US Naval Academy, University of Tennessee,Lake Charles,Aerospace / Astronautics / Aviation,5,2,38,43
Dominic L. Gorie,NA,Other,NA,NA,NA,1957,TRUE,NASA Astronaut Group 17,1995,4,commander,2001,STS-108,STS-108,STS-108,STS-108,283,1176.1,0,0,Retired,"Lake Charles, LA",Ocean Engineering,Aviation Systems,Captain,US Navy (Retired),4,1167,0,0,"STS-91 (Discovery), STS-99 (Endeavor), STS-123 (Endeavor), STS-108 (Endeavor)",,,Naval / Marine / Ocean Engineering,0.052322163,3780028.675,2186,US Naval Academy, University of Tennessee,Lake Charles,Aerospace / Astronautics / Aviation,5,2,38,44
