Name,Country,Gender,Flights,Total.Flights,Total.Flight.Time,Birth.Year,Military,Selection.Group,Selection.Year,Lifetime.Statistics.Mission.count,Mission.Role,Mission.Year,Mission.Name,Mission.Vechicles.Ascent,Vechicles.Orbit,Vechicles.Decent,Durations.Mission.duration,Lifetime.Statistics.Mission.duration,Mission.Durations.EVA.duration,Lifetime.Statistics.EVA.duration,Status,Birth_Place,Undergraduate_Major,Graduate_Major,Military.Rank,Military.Branch,Space.Flights,Space.Flight..hr.,Space.Walks,Space.Walks..hr.,Missions,Death_Date,Death_Mission,undg_area,Gender_prop,total_duration,nat_total_flight,first_edu,second_edu,birth_city,grad_area,Birth_Month,Birth_Day,Selection_Age,Mission_Age
Dominic L. Gorie,NA,Other,NA,NA,NA,1957,TRUE,NASA Astronaut Group 18,1995,4,commander,2008,STS-123,STS-123,STS-123,STS-123,378,1176.1,0,0,Retired,"Lake Charles, LA",Ocean Engineering,Aviation Systems,Captain,US Navy (Retired),4,1167,0,0,"STS-91 (Discovery), STS-99 (Endeavor), STS-123 (Endeavor), STS-108 (Endeavor)",,,Naval / Marine / Ocean Engineering,0.052322163,3780028.675,2186,US Naval Academy, University of Tennessee,Lake Charles,Aerospace / Astronautics / Aviation,5,2,38,51
Janet L. Kavandi,United States,Female,"STS-91 (1998), STS-99 (2000), STS-104 (2001)",3,033:20:07,1957,TRUE,NASA- 15,1995,3,MSP,1998,STS-91,STS-91,STS-91,STS-91,235,810,0,0,Management,"Springfield, MO",Chemistry,Chemistry,,,3,812,0,0,"STS-91 (Discovery), STS-99 (Endeavor), STS-104 (Atlantis)",,,Chemistry,0.052322163,3780028.675,2186,Missouri Southern State College, University of Missouri,Springfield,Chemistry / Biochemistry,7,17,38,41
Janet L. Kavandi,United States,Female,"STS-91 (1998), STS-99 (2000), STS-104 (2001)",3,033:20:07,1957,TRUE,NASA- 15,1995,3,MSP,2000,STS-99,STS-99,STS-99,STS-99,269,810,0,0,Management,"Springfield, MO",Chemistry,Chemistry,,,3,812,0,0,"STS-91 (Discovery), STS-99 (Endeavor), STS-104 (Atlantis)",,,Chemistry,0.052322163,3780028.675,2186,Missouri Southern State College, University of Missouri,Springfield,Chemistry / Biochemistry,7,17,38,43
Janet L. Kavandi,United States,Female,"STS-91 (1998), STS-99 (2000), STS-104 (2001)",3,033:20:07,1957,TRUE,NASA- 15,1995,3,MSP,2001,STS-104,STS-104,STS-104,STS-104,306,810,0,0,Management,"Springfield, MO",Chemistry,Chemistry,,,3,812,0,0,"STS-91 (Discovery), STS-99 (Endeavor), STS-104 (Atlantis)",,,Chemistry,0.052322163,3780028.675,2186,Missouri Southern State College, University of Missouri,Springfield,Chemistry / Biochemistry,7,17,38,44
Frederick W. Sturckow,NA,Other,NA,NA,NA,1961,TRUE,1994 NASA group 15,1995,4,pilot,1998,STS-88,STS-88,STS-88,STS-88,283,1237,0,0,Retired,"La Mesa, CA",Mechanical Engineering,,Colonel,US Marine Corps (Retired),4,1233,0,0,"STS-88 (Endeavor), STS-105 (Discovery), STS-117 (Atlantis), STS-128 (Discovery)",,,Mechanical Engineering,0.052322163,3780028.675,2186,California Polytechnic State University,NA,La Mesa,Unknown / NA,8,11,34,37
Frederick W. Sturckow,NA,Other,NA,NA,NA,1961,TRUE,1994 NASA group 15,1995,4,pilot,2001,STS-105,STS-105,STS-105,STS-105,285,1237,0,0,Retired,"La Mesa, CA",Mechanical Engineering,,Colonel,US Marine Corps (Retired),4,1233,0,0,"STS-88 (Endeavor), STS-105 (Discovery), STS-117 (Atlantis), STS-128 (Discovery)",,,Mechanical Engineering,0.052322163,3780028.675,2186,California Polytechnic State University,NA,La Mesa,Unknown / NA,8,11,34,40
Frederick W. Sturckow,NA,Other,NA,NA,NA,1961,TRUE,1994 NASA group 15,1995,4,commander,2007,STS-117,STS-117,STS-117,STS-117,336,1237,0,0,Retired,"La Mesa, CA",Mechanical Engineering,,Colonel,US Marine Corps (Retired),4,1233,0,0,"STS-88 (Endeavor), STS-105 (Discovery), STS-117 (Atlantis), STS-128 (Discovery)",,,Mechanical Engineering,0.052322163,3780028.675,2186,California Polytechnic State University,NA,La Mesa,Unknown / NA,8,11,34,46
Frederick W. Sturckow,NA,Other,NA,NA,NA,1961,TRUE,1994 NASA group 15,1995,4,commander,2009,STS-128,STS-128,STS-128,STS-128,333,1237,0,0,Retired,"La Mesa, CA",Mechanical Engineering,,Colonel,US Marine Corps (Retired),4,1233,0,0,"STS-88 (Endeavor), STS-105 (Discovery), STS-117 (Atlantis), STS-128 (Discovery)",,,Mechanical Engineering,0.052322163,3780028.675,2186,California Polytechnic State University,NA,La Mesa,Unknown / NA,8,11,34,48
Rick D. Husband,NA,Other,NA,NA,NA,1957,TRUE,NASA- 15,1995,2,pilot,1999,STS-96,STS-96,STS-96,STS-96,235,617,0,0,Deceased,"Amarillo, TX",Mechanical Engineering,Mechanical Engineering,Colonel,US Air Force,2,617,0,0,"STS-96 (Discovery), STS-107 (Columbia)",2/1/2003,STS-107 (Columbia),Mechanical Engineering,0.052322163,3780028.675,2186,Texas Tech University, California State University,Amarillo,Mechanical Engineering,7,12,38,42
Rick D. Husband,NA,Other,NA,NA,NA,1957,TRUE,NASA- 16,1995,2,commander,2003,STS-107,STS-107,STS-107,Exploded,382,617,0,0,Deceased,"Amarillo, TX",Mechanical Engineering,Mechanical Engineering,Colonel,US Air Force,2,617,0,0,"STS-96 (Discovery), STS-107 (Columbia)",2/1/2003,STS-107 (Columbia),Mechanical Engineering,0.052322163,3780028.675,2186,Texas Tech University, California State University,Amarillo,Mechanical Engineering,7,12,38,46
Jeffrey S. Ashby,NA,Other,NA,NA,NA,1954,TRUE,NASA-15,1995,3,pilot,1999,STS-93,STS-93,STS-93,STS-93,119,664,0,0,Retired,"Dallas, TX",Mechanical Engineering,Aviation Systems,Captain,US Navy (Retired),3,655,0,0,"STS-93 (Columbia), STS-100 (Endeavor), STS-112 (Atlantis)",,,Mechanical Engineering,0.052322163,3780028.675,2186,University of Idaho, University of Tennessee,Dallas,Aerospace / Astronautics / Aviation,6,1,41,45
Jeffrey S. Ashby,NA,Other,NA,NA,NA,1954,TRUE,NASA-15,1995,3,pilot,2001,STS-100,STS-100,STS-100,STS-100,285.5,664,0,0,Retired,"Dallas, TX",Mechanical Engineering,Aviation Systems,Captain,US Navy (Retired),3,655,0,0,"STS-93 (Columbia), STS-100 (Endeavor), STS-112 (Atlantis)",,,Mechanical Engineering,0.052322163,3780028.675,2186,University of Idaho, University of Tennessee,Dallas,Aerospace / Astronautics / Aviation,6,1,41,47
Jeffrey S. Ashby,NA,Other,NA,NA,NA,1954,TRUE,NASA-15,1995,3,commander,2002,STS-112,STS-112,STS-112,STS-112,260,664,0,0,Retired,"Dallas, TX",Mechanical Engineering,Aviation Systems,Captain,US Navy (Retired),3,655,0,0,"STS-93 (Columbia), STS-100 (Endeavor), STS-112 (Atlantis)",,,Mechanical Engineering,0.052322163,3780028.675,2186,University of Idaho, University of Tennessee,Dallas,Aerospace / Astronautics / Aviation,6,1,41,48
Scott J. Kelly,NA,Other,NA,NA,NA,1964,TRUE,NASA- 16,1996,4,pilot,1999,STS-103,STS-103,STS-103,STS-103,191,12490,0,18.33,Active,"Orange, NJ",Electrical Engineering,Aviation Systems,Captain,US Navy (Retired),4,12490,3,18,"STS-103 (Discovery), STS-118 (Endeavor), ISS-25/26 (Soyuz), ISS-43/44/45/46 (Soyuz)",,,Electrical Engineering,0.052322163,3780028.675,2186,State University of New York Maritime College, University of Tennessee-Knoxville,Orange,Aerospace / Astronautics / Aviation,2,21,32,35
Scott J. Kelly,NA,Other,NA,NA,NA,1964,TRUE,NASA- 16,1996,4,commander,2007,STS-118,STS-118,STS-118,STS-118,305,12490,0,18.33,Active,"Orange, NJ",Electrical Engineering,Aviation Systems,Captain,US Navy (Retired),4,12490,3,18,"STS-103 (Discovery), STS-118 (Endeavor), ISS-25/26 (Soyuz), ISS-43/44/45/46 (Soyuz)",,,Electrical Engineering,0.052322163,3780028.675,2186,State University of New York Maritime College, University of Tennessee-Knoxville,Orange,Aerospace / Astronautics / Aviation,2,21,32,43
Scott J. Kelly,NA,Other,NA,NA,NA,1964,TRUE,NASA- 16,1996,4,flight engineer,2011,25,Soyuz TMA-01M,ISS,Soyuz TMA-01M,3825,12490,0,18.33,Active,"Orange, NJ",Electrical Engineering,Aviation Systems,Captain,US Navy (Retired),4,12490,3,18,"STS-103 (Discovery), STS-118 (Endeavor), ISS-25/26 (Soyuz), ISS-43/44/45/46 (Soyuz)",,,Electrical Engineering,0.052322163,3780028.675,2186,State University of New York Maritime College, University of Tennessee-Knoxville,Orange,Aerospace / Astronautics / Aviation,2,21,32,47
Scott J. Kelly,NA,Other,NA,NA,NA,1964,TRUE,NASA- 16,1996,4,flight engineer,2015,43,Soyuz TMA-16M,ISS,Soyuz TMA-18M,8163,12490,18.33,18.33,Active,"Orange, NJ",Electrical Engineering,Aviation Systems,Captain,US Navy (Retired),4,12490,3,18,"STS-103 (Discovery), STS-118 (Endeavor), ISS-25/26 (Soyuz), ISS-43/44/45/46 (Soyuz)",,,Electrical Engineering,0.052322163,3780028.675,2186,State University of New York Maritime College, University of Tennessee-Knoxville,Orange,Aerospace / Astronautics / Aviation,2,21,32,51
Jeffrey N. Williams,NA,Other,NA,NA,NA,1958,TRUE,1996 NASA group 8,1996,4,MSP,2000,STS-101,STS-101,STS-101,STS-101,240,12752,6.73,31.92,Active,"Superior, WI",Applied Science & Engineering,Aeronautical Engineering; National Security & Strategic Studies,Colonel,US Army (Retired),4,12818,5,32,"STS-101 (Atlantis), ISS-13 (Soyuz), ISS-21/22 (Soyuz), ISS-47/48 (Soyuz)",,,Engineering Science / Applied Engineering,0.052322163,3780028.675,2186,US Military Academy, US Naval Postgraduate School,Superior,Strategic / Security Studies,1,18,38,42
Jeffrey N. Williams,NA,Other,NA,NA,NA,1958,TRUE,1996 NASA group 8,1996,4,flight engineer,2006,13,Soyuz TMA-8,ISS,Soyuz TMA-8,4320,12752,12.42,31.92,Active,"Superior, WI",Applied Science & Engineering,Aeronautical Engineering; National Security & Strategic Studies,Colonel,US Army (Retired),4,12818,5,32,"STS-101 (Atlantis), ISS-13 (Soyuz), ISS-21/22 (Soyuz), ISS-47/48 (Soyuz)",,,Engineering Science / Applied Engineering,0.052322163,3780028.675,2186,US Military Academy, US Naval Postgraduate School,Superior,Strategic / Security Studies,1,18,38,48
Jeffrey N. Williams,NA,Other,NA,NA,NA,1958,TRUE,1996 NASA group 8,1996,4,flight engineer,2010,21,Soyuz TMA-16,ISS,Soyuz TMA-16,4060,12752,0,31.92,Active,"Superior, WI",Applied Science & Engineering,Aeronautical Engineering; National Security & Strategic Studies,Colonel,US Army (Retired),4,12818,5,32,"STS-101 (Atlantis), ISS-13 (Soyuz), ISS-21/22 (Soyuz), ISS-47/48 (Soyuz)",,,Engineering Science / Applied Engineering,0.052322163,3780028.675,2186,US Military Academy, US Naval Postgraduate School,Superior,Strategic / Security Studies,1,18,38,52
Jeffrey N. Williams,NA,Other,NA,NA,NA,1958,TRUE,1996 NASA group 8,1996,4,flight engineer,2016,47,Soyuz TMA-20M,ISS,Soyuz TMA-20M,4132,12752,12.77,31.92,Active,"Superior, WI",Applied Science & Engineering,Aeronautical Engineering; National Security & Strategic Studies,Colonel,US Army (Retired),4,12818,5,32,"STS-101 (Atlantis), ISS-13 (Soyuz), ISS-21/22 (Soyuz), ISS-47/48 (Soyuz)",,,Engineering Science / Applied Engineering,0.052322163,3780028.675,2186,US Military Academy, US Naval Postgraduate School,Superior,Strategic / Security Studies,1,18,38,58
Richard A. Mastracchio,NA,Other,NA,NA,NA,1960,TRUE,NASA- 16,1996,4,MSP,2000,STS-106,STS-106,STS-106,STS-106,283,5460,0,53.07,Active,"Waterbury, CT",Electrical Engineering; Computer Science,Electrical Engineering; Physical Sciences,,,4,5461,9,53,"STS-106 (Atlantis), STS-118 (Endeavor), STS-131 (Discovery), ISS-38/39 (Soyuz)",,,Electrical & Computer (EECS),0.052322163,3780028.675,2186,University of Connecticut, Rensselaer Polytechnic Institute,Waterbury,Electrical / Electronics Engineering,2,11,36,40
Richard A. Mastracchio,NA,Other,NA,NA,NA,1960,TRUE,NASA- 16,1996,4,MSP,2007,STS-118,STS-118,STS-118,STS-118,306,5460,18.22,53.07,Active,"Waterbury, CT",Electrical Engineering; Computer Science,Electrical Engineering; Physical Sciences,,,4,5461,9,53,"STS-106 (Atlantis), STS-118 (Endeavor), STS-131 (Discovery), ISS-38/39 (Soyuz)",,,Electrical & Computer (EECS),0.052322163,3780028.675,2186,University of Connecticut, Rensselaer Polytechnic Institute,Waterbury,Electrical / Electronics Engineering,2,11,36,47
Richard A. Mastracchio,NA,Other,NA,NA,NA,1960,TRUE,NASA- 16,1996,4,MSP,2010,STS-131,STS-131,STS-131,STS-131,362,5460,20.28,53.07,Active,"Waterbury, CT",Electrical Engineering; Computer Science,Electrical Engineering; Physical Sciences,,,4,5461,9,53,"STS-106 (Atlantis), STS-118 (Endeavor), STS-131 (Discovery), ISS-38/39 (Soyuz)",,,Electrical & Computer (EECS),0.052322163,3780028.675,2186,University of Connecticut, Rensselaer Polytechnic Institute,Waterbury,Electrical / Electronics Engineering,2,11,36,50
Richard A. Mastracchio,NA,Other,NA,NA,NA,1960,TRUE,NASA- 16,1996,4,flight engineer,2014,38,Soyuz TMA-11M,ISS,Soyuz TMA-11M,4509,5460,14.57,53.07,Active,"Waterbury, CT",Electrical Engineering; Computer Science,Electrical Engineering; Physical Sciences,,,4,5461,9,53,"STS-106 (Atlantis), STS-118 (Endeavor), STS-131 (Discovery), ISS-38/39 (Soyuz)",,,Electrical & Computer (EECS),0.052322163,3780028.675,2186,University of Connecticut, Rensselaer Polytechnic Institute,Waterbury,Electrical / Electronics Engineering,2,11,36,54
Daniel C. Burbank,NA,Other,NA,NA,NA,1961,TRUE,NASA- 16,1996,3,MSP,2000,STS-106,STS-106,STS-106,STS-106,283,4534,0,7.18,Active,"Machester, CT",Electrical Engineering,Aeronautical Science,Captain,US Coast Guard (Retired),3,4512,1,7,"STS-106 (Atlantis), STS-115 (Atlantis), ISS-29/30 (Soyuz)",,,Electrical Engineering,0.052322163,3780028.675,2186,US Coast Guard Academy, Embry-Riddle Aeronautical University,Machester,Other,7,27,35,39
Daniel C. Burbank,NA,Other,NA,NA,NA,1961,TRUE,NASA- 16,1996,3,MSP,2006,STS-115,STS-115,STS-115,STS-115,283,4534,7.18,7.18,Active,"Machester, CT",Electrical Engineering,Aeronautical Science,Captain,US Coast Guard (Retired),3,4512,1,7,"STS-106 (Atlantis), STS-115 (Atlantis), ISS-29/30 (Soyuz)",,,Electrical Engineering,0.052322163,3780028.675,2186,US Coast Guard Academy, Embry-Riddle Aeronautical University,Machester,Other,7,27,35,45
Daniel C. Burbank,NA,Other,NA,NA,NA,1961,TRUE,NASA- 16,1996,3,commander,2011,29,Soyuz TMA-22,ISS,Soyuz TMA-22,3968,4534,0,7.18,Active,"Machester, CT",Electrical Engineering,Aeronautical Science,Captain,US Coast Guard (Retired),3,4512,1,7,"STS-106 (Atlantis), STS-115 (Atlantis), ISS-29/30 (Soyuz)",,,Electrical Engineering,0.052322163,3780028.675,2186,US Coast Guard Academy, Embry-Riddle Aeronautical University,Machester,Other,7,27,35,50
Pamela A. Melroy,NA,Other,NA,NA,NA,1961,TRUE,NASA- 15,1995,3,pilot,2000,STS-92,STS-92,STS-92,STS-92,309,930,0,0,Retired,"Palo Alto, CA",Physics & Astronomy,Earth & Planetary Sciences,Colonel,US Air Force (Retired),3,914,0,0,"STS-92 (Discovery), STS-112 (Atlantis), STS-120 (Discovery)",,,Computer Science,0.052322163,3780028.675,2186,Wellesley College, MIT,Palo Alto,Physics / Astronomy / Space Sciences,9,17,34,39
Pamela A. Melroy,NA,Other,NA,NA,NA,1961,TRUE,NASA- 15,1995,3,pilot,2002,STS-112,STS-112,STS-112,STS-112,259,930,0,0,Retired,"Palo Alto, CA",Physics & Astronomy,Earth & Planetary Sciences,Colonel,US Air Force (Retired),3,914,0,0,"STS-92 (Discovery), STS-112 (Atlantis), STS-120 (Discovery)",,,Computer Science,0.052322163,3780028.675,2186,Wellesley College, MIT,Palo Alto,Physics / Astronomy / Space Sciences,9,17,34,41
Pamela A. Melroy,NA,Other,NA,NA,NA,1961,TRUE,NASA- 15,1995,3,commander,2007,STS-120,STS-120,STS-120,STS-120,362,930,0,0,Retired,"Palo Alto, CA",Physics & Astronomy,Earth & Planetary Sciences,Colonel,US Air Force (Retired),3,914,0,0,"STS-92 (Discovery), STS-112 (Atlantis), STS-120 (Discovery)",,,Computer Science,0.052322163,3780028.675,2186,Wellesley College, MIT,Palo Alto,Physics / Astronomy / Space Sciences,9,17,34,46
Mark L. Polansky,NA,Other,NA,NA,NA,1956,TRUE,NASA-16,1996,3,pilot,2001,STS-98,STS-98,STS-98,STS-98,309,993,0,0,Retired,"Paterson, NJ",Aeronautical & Astronautical Engineering,Aeronautical & Astronautical Engineering,,,3,995,0,0,"STS-98 (Atlantis), ST-116 (Discovery), STS-127 (Endeavor)",,,Aerospace Engineering,0.052322163,3780028.675,2186,Purdue University,NA,Paterson,General Engineering,6,2,40,45
Mark L. Polansky,NA,Other,NA,NA,NA,1956,TRUE,NASA-16,1996,3,commander,2006,STS-116,STS-116,STS-116,STS-116,308,993,0,0,Retired,"Paterson, NJ",Aeronautical & Astronautical Engineering,Aeronautical & Astronautical Engineering,,,3,995,0,0,"STS-98 (Atlantis), ST-116 (Discovery), STS-127 (Endeavor)",,,Aerospace Engineering,0.052322163,3780028.675,2186,Purdue University,NA,Paterson,General Engineering,6,2,40,50
Mark L. Polansky,NA,Other,NA,NA,NA,1956,TRUE,NASA-16,1996,3,commander,2009,STS-127,STS-127,STS-127,STS-127,377,993,0,0,Retired,"Paterson, NJ",Aeronautical & Astronautical Engineering,Aeronautical & Astronautical Engineering,,,3,995,0,0,"STS-98 (Atlantis), ST-116 (Discovery), STS-127 (Endeavor)",,,Aerospace Engineering,0.052322163,3780028.675,2186,Purdue University,NA,Paterson,General Engineering,6,2,40,53
James M. Kelly,United States,Male,"STS-102 (2001), STS-114 (2005)",2,026:17:23,1959,TRUE,NASA- 16,1996,2,pilot,2001,STS-102,STS-102,STS-102,STS-102,307,640,0,0,Management,"Burlington, IA",Astronautical Engineering,Aerospace Engineering,Colonel,US Air Force (Retired),2,641,0,0,"STS-102 (Discovery), STS-114 (Discovery)",,,Aerospace Engineering,0.052322163,3780028.675,2186,US Air Force Academy, University of Alabama,Burlington,Aerospace / Astronautics / Aviation,5,14,37,42
James M. Kelly,United States,Male,"STS-102 (2001), STS-114 (2005)",2,026:17:23,1959,TRUE,NASA- 16,1996,2,pilot,2005,STS-114,STS-114,STS-114,STS-114,333,640,0,0,Management,"Burlington, IA",Astronautical Engineering,Aerospace Engineering,Colonel,US Air Force (Retired),2,641,0,0,"STS-102 (Discovery), STS-114 (Discovery)",,,Aerospace Engineering,0.052322163,3780028.675,2186,US Air Force Academy, University of Alabama,Burlington,Aerospace / Astronautics / Aviation,5,14,37,46
Paul W. Richards,United States,Male,STS-102 (2001),1,012:19:51,1964,TRUE,NASA-16,1996,1,MSP,2001,STS-102,STS-102,STS-102,STS-102,307,307,6.35,6.35,Management,"Scranton, PA",Mechanical Engineering,Mechanical Engineering,,,1,307,1,6,STS-102 (Discovery),,,Mechanical Engineering,0.052322163,3780028.675,2186,Drexel University, University of Maryland,Scranton,Mechanical Engineering,5,20,32,37
John L. Phillips,NA,Other,NA,NA,NA,1951,TRUE,NASA-16,1996,3,MSP,2001,STS-100,STS-100,STS-100,STS-100,285,4872,0,4.78,Retired,"Ft. Belvoir, VA",Mathematics; Russian,Aeronautical Systems; Geophysics & Space Physics,Captain,US Naval Reserves (Retired),3,4880,1,5,"STS-100 (Endeavor), ISS-11 (Soyuz), STS-119 (Discovery)",,,Computer Science,0.052322163,3780028.675,2186,US Naval Academy, University of West Florida,Ft. Belvoir,Aerospace / Astronautics / Aviation,4,15,45,50
John L. Phillips,NA,Other,NA,NA,NA,1951,TRUE,NASA-16,1996,3,flight engineer,2005,11,Soyuz TMA-6,ISS,Soyuz TMA-6,4296,4872,4.78,4.78,Retired,"Ft. Belvoir, VA",Mathematics; Russian,Aeronautical Systems; Geophysics & Space Physics,Captain,US Naval Reserves (Retired),3,4880,1,5,"STS-100 (Endeavor), ISS-11 (Soyuz), STS-119 (Discovery)",,,Computer Science,0.052322163,3780028.675,2186,US Naval Academy, University of West Florida,Ft. Belvoir,Aerospace / Astronautics / Aviation,4,15,45,54
John L. Phillips,NA,Other,NA,NA,NA,1951,TRUE,NASA-16,1996,3,MSP,2009,STS-119,STS-119,STS-119,STS-119,307.5,4872,0,4.78,Retired,"Ft. Belvoir, VA",Mathematics; Russian,Aeronautical Systems; Geophysics & Space Physics,Captain,US Naval Reserves (Retired),3,4880,1,5,"STS-100 (Endeavor), ISS-11 (Soyuz), STS-119 (Discovery)",,,Computer Science,0.052322163,3780028.675,2186,US Naval Academy, University of West Florida,Ft. Belvoir,Aerospace / Astronautics / Aviation,4,15,45,58
Dennis Anthony Tito,NA,Other,NA,NA,NA,1940,TRUE,MirCorp,2000,1,Other (space tourist),2001,-1,Soyuz TM-32,Soyuz TM-32,Soyz TM-31,190.13,190.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,60,61
Charles O. Hobaugh,NA,Other,NA,NA,NA,1961,TRUE,NASA- 16,1996,3,pilot,2001,STS-104,STS-104,STS-104,STS-104,306,871.78,0,0,Retired,"Bar Harbor, ME",Aerospace Engineering,,Colonel,US Marine Corps (Retired),3,873,0,0,"STS-104 (Atlantis), STS-118 (Endeavor), ST-129 (Atlantis)",,,Aerospace Engineering,0.052322163,3780028.675,2186,US Naval Academy,NA,Bar Harbor,Unknown / NA,11,5,35,40
Charles O. Hobaugh,NA,Other,NA,NA,NA,1961,TRUE,NASA- 16,1996,3,pilot,2007,STS-118,STS-118,STS-118,STS-118,305,871.78,0,0,Retired,"Bar Harbor, ME",Aerospace Engineering,,Colonel,US Marine Corps (Retired),3,873,0,0,"STS-104 (Atlantis), STS-118 (Endeavor), ST-129 (Atlantis)",,,Aerospace Engineering,0.052322163,3780028.675,2186,US Naval Academy,NA,Bar Harbor,Unknown / NA,11,5,35,46
Charles O. Hobaugh,NA,Other,NA,NA,NA,1961,TRUE,NASA- 16,1996,3,commander,2009,STS-129,STS-129,STS-129,STS-129,259,871.78,0,0,Retired,"Bar Harbor, ME",Aerospace Engineering,,Colonel,US Marine Corps (Retired),3,873,0,0,"STS-104 (Atlantis), STS-118 (Endeavor), ST-129 (Atlantis)",,,Aerospace Engineering,0.052322163,3780028.675,2186,US Naval Academy,NA,Bar Harbor,Unknown / NA,11,5,35,48
Patrick G. Forrester,NA,Other,NA,NA,NA,1957,TRUE,NASA- 16,1996,3,MSP,2001,STS-105,STS-105,STS-105,STS-105,285,950,11.75,25.5,Management,"El Paso, TX",Applied Science & Engineering,Mechanical & Aerospace Engineering,Colonel,US Army (Retired),3,950,4,25,"STS-105 (Discovery), STS-117 (Atlantis), STS-128 (Discovery)",,,Engineering Science / Applied Engineering,0.052322163,3780028.675,2186,US Military Academy, University of Virginia,El Paso,Aerospace / Astronautics / Aviation,3,31,39,44
Patrick G. Forrester,NA,Other,NA,NA,NA,1957,TRUE,NASA- 16,1996,3,MSP,2007,STS-117,STS-117,STS-117,STS-117,332,950,13.75,25.5,Management,"El Paso, TX",Applied Science & Engineering,Mechanical & Aerospace Engineering,Colonel,US Army (Retired),3,950,4,25,"STS-105 (Discovery), STS-117 (Atlantis), STS-128 (Discovery)",,,Engineering Science / Applied Engineering,0.052322163,3780028.675,2186,US Military Academy, University of Virginia,El Paso,Aerospace / Astronautics / Aviation,3,31,39,50
Patrick G. Forrester,NA,Other,NA,NA,NA,1957,TRUE,NASA- 16,1996,3,MSP,2009,STS-128,STS-128,STS-128,STS-128,333,950,0,25.5,Management,"El Paso, TX",Applied Science & Engineering,Mechanical & Aerospace Engineering,Colonel,US Army (Retired),3,950,4,25,"STS-105 (Discovery), STS-117 (Atlantis), STS-128 (Discovery)",,,Engineering Science / Applied Engineering,0.052322163,3780028.675,2186,US Military Academy, University of Virginia,El Paso,Aerospace / Astronautics / Aviation,3,31,39,52
Mark E. Kelly,NA,Other,NA,NA,NA,1964,TRUE,NASA- 16,1996,4,pilot,2001,STS-108,STS-108,STS-108,STS-108,283,1297,0,0,Retired,"Orange, NJ",Marine Engineering & Nautical Science,Aeronautical Engineering,Captain,US Navy (Retired),4,1298,0,0,"STS-108 (Endeavor), STS-121 (Discovery), STS-124 (Discovery), STS-134 (Endeavor)",,,Naval / Marine / Ocean Engineering,0.052322163,3780028.675,2186,US Merchant Marine Academy, US Naval Postgraduate School,Orange,General Engineering,2,21,32,37
